"date","price","rate","obs","r_sq","sigma_preds_garch11ma1.norm","sigma_preds_garch11ma1.std","sigma_preds_garch11ma1.ged","sigma_preds_garch11ma1.sstd","sigma_preds_egarch11ma1.norm","sigma_preds_egarch11ma1.std","sigma_preds_egarch11ma1.ged","sigma_preds_egarch11ma1.sstd","sigma_preds_tgarch11ma1.norm","sigma_preds_tgarch11ma1.std","sigma_preds_tgarch11ma1.ged","sigma_preds_tgarch11ma1.sstd","sigma_preds_cgarch11ma1.norm","sigma_preds_cgarch11ma1.std","sigma_preds_cgarch11ma1.ged","sigma_preds_cgarch11ma1.sstd","sigma_preds_RW","sigma_preds_HA","sigma_preds_MA1","sigma_preds_MA3"
"2020-05-25",46412.32,0.0107573991376358,2595,0.000115721636206409,0.00020672949205247,0.000205814777612247,0.000202751708669014,0.000209544797773582,0.000158581483600683,0.000160456153448302,0.000156232649533818,0.000163075081810996,0.000152417063992572,0.000158735222256879,0.000151771922546884,0.000161788600817613,0.00020612990519429,0.000219996778698366,0.000200580820539197,0.000202280653220177,1.17513062099183e-05,0.000115806121574548,0.000288402834851399,0.000144003279834929
"2020-05-26",47897.84,0.0315054682242621,2596,0.000992594528029992,0.000196309792300271,0.000196117320604247,0.000192562850177621,0.000199177356316835,0.000146127679174064,0.000147596402822765,0.000144065151183011,0.000150419828927315,0.000138037762772194,0.000143832525703831,0.000137745791927377,0.000147130043615274,0.000194925327784157,0.000208164190933428,0.000190542446525655,0.0001994685032843,0.000115721636206409,0.000115806089005015,0.000288847222823207,0.000144011301804791
"2020-05-27",47889.07,-0.0001831147914575,2597,3.35310268505236e-08,0.000252834941001642,0.000250017606762158,0.000248196450138829,0.00025467177366337,0.000146725486155385,0.000145618593353244,0.000143913240094937,0.000149238423530436,0.000136486885960382,0.000139828827313264,0.000135729378300419,0.000144136920558732,0.000251149119960849,0.000266868634717933,0.000247355102758825,0.000253445587144087,0.000992594528029992,0.000116143965089418,0.000292696404744366,0.000145238054601428
"2020-05-28",48144.34,0.00531628734671593,2598,2.82629111528519e-05,0.000229883112070519,0.000227906368767316,0.000225393157954478,0.000231895479594627,0.000137029062089476,0.000135400645672662,0.00013283394636751,0.000138359076666492,0.000127265807723226,0.000129554574478217,0.000124686318899723,0.000133128356300162,0.000229746655989546,0.000242058157322431,0.00022442000689031,0.000237925912607793,3.35310268505236e-08,0.000116099238419902,0.000292440787087611,0.000145217935434065
"2020-05-29",48127.64,-0.000346933763437792,2599,1.2036303621311e-07,0.000211037179378937,0.00020919178476287,0.000206585438726074,0.000213211859496216,0.000124776210540027,0.000123359966655037,0.00012113564948102,0.000126258223457068,0.000114328362660403,0.000116514216179036,0.000112203645750336,0.000119941865649394,0.000211438030480566,0.000220980032791368,0.000205136931266997,0.00020987718349518,2.82629111528519e-05,0.000116065416191459,0.000292257413291344,0.000145255266826928
"2020-06-01",48647.15,0.0107365769637678,2600,0.00011527408489891,0.000191798408206105,0.000190512545799753,0.000188004643456057,0.000194084929334369,0.000113733686853784,0.000112455695902464,0.00011008288273212,0.000115128672607117,0.000103350285021803,0.000105372373258376,0.000101075910208254,0.000108455073168979,0.000191731750414969,0.000198148420343486,0.000186338754571294,0.000199341171893406,1.2036303621311e-07,0.000116020787610568,0.000291235200610278,0.000145241551900407
"2020-06-02",48879.21,0.0047589274932978,2601,2.26473908864657e-05,0.000183301337887367,0.000181917434328534,0.000179893293260635,0.000185804018222503,0.000106436269840937,0.000105202726269634,0.000103291312687316,0.000107987091099886,9.55951002192308e-05,9.7512039861603e-05,9.38191497196131e-05,0.000100699648422342,0.00018229207311746,0.000193652692750775,0.000177752883281868,0.00019308032386216,0.00011527408489891,0.000116020500306716,0.000291490448134589,0.000145172305015449
"2020-06-03",49728.3,0.0172220348422448,2602,0.000296598484107494,0.000168042045114806,0.000167200466583754,0.000164779597455925,0.000170700584638256,9.73429741282035e-05,9.61726008569821e-05,9.45240501534448e-05,9.88544627252966e-05,8.64352150722334e-05,8.81836329924765e-05,8.50201819254823e-05,9.11811399105386e-05,0.000168049150222541,0.000175139699475951,0.000165006662283348,0.00017541048898473,2.26473908864657e-05,0.000115984587572323,0.000291579021730706,0.000144931415158133
"2020-06-04",50202.54,0.00949143548171157,2603,9.00873475034933e-05,0.000175181809343875,0.000174376052503826,0.000172545668727914,0.000178207767306269,9.48454553041702e-05,9.33999751788275e-05,9.23018448257763e-05,9.64202754152286e-05,8.36187272757604e-05,8.51234494320284e-05,8.24822223538532e-05,8.85086768177609e-05,0.000173678819123787,0.000186229285880107,0.00017060263153337,0.000187017875650469,0.000296598484107494,0.000116054027747846,0.00029272784149448,0.000145303490463911
"2020-06-05",51494.63,0.0254119073611141,2604,0.000645765035729845,0.000164288087429424,0.000164948812073786,0.00016297954153126,0.000168506611218547,8.86506484193435e-05,8.73815865196435e-05,8.66276240316332e-05,9.04074620393485e-05,7.75194417661756e-05,7.90198728813537e-05,7.68771306807241e-05,8.23669819969105e-05,0.000169550102146818,0.000168276058021296,0.000161321750836468,0.000180586746931584,9.00873475034933e-05,0.000116044048239681,0.000293080924935205,0.00014516702870745
"2020-06-08",51451.61,-0.000835776080878691,2605,6.98521657368944e-07,0.000197263295558345,0.000197242669049502,0.000195339080250216,0.00019996137502642,9.23063997974117e-05,8.92909270711936e-05,8.97267473129226e-05,9.28309378204625e-05,8.12561244968717e-05,8.07640558295151e-05,8.00104932414217e-05,8.47136135342475e-05,0.00021994453262546,0.000213104546565054,0.000198673134963134,0.000214495709290841,0.000645765035729845,0.000116247552268683,0.000295048186241499,0.000145991157607709
"2020-06-09",51289.49,-0.00315589641448815,2606,9.95968217897913e-06,0.000180018546376831,0.00017972199028845,0.000178320443111078,0.000183504740614154,8.86070496030667e-05,8.52801697063395e-05,8.50757778171786e-05,8.82514073654473e-05,7.87036923273585e-05,7.75357648382809e-05,7.62383483563209e-05,8.08230136625275e-05,0.000179598189897258,0.00019240280453282,0.000179817312169995,0.000198866108385229,6.98521657368944e-07,0.000116203178601013,0.000294911360264599,0.000145855591615981
"2020-06-10",51486.94,0.00384232538375667,2607,1.47634643546608e-05,0.000165121702794174,0.000165234916830691,0.000163334759397869,0.000171152358728262,8.57588609952558e-05,8.29305981181323e-05,8.26995612730323e-05,8.56981936291215e-05,7.69520124663893e-05,7.60388190857779e-05,7.48419172607906e-05,7.9004337683316e-05,0.00016459928857822,0.000175374518678968,0.000161973064170802,0.00017812144542796,9.95968217897913e-06,0.000116162394149412,0.000294947509689595,0.000145809826464804
"2020-06-12",50169.11,-0.0259286846229926,2608,0.000672296686278612,0.000152034948106568,0.000152204094192527,0.000150086652371532,0.000155446064052012,7.91293845396381e-05,7.65008814720729e-05,7.63623642205317e-05,7.91157522598553e-05,7.05212289535437e-05,6.96758653219329e-05,6.86963536099206e-05,7.24571242463074e-05,0.000152953971444283,0.000158815392024808,0.000150051330446689,0.00016394011068452,1.47634643546608e-05,0.000116123484352867,0.000294999046924187,0.000145644432596358
"2020-06-15",48991.89,-0.0237447244455211,2609,0.000563811938993727,0.000190660148041783,0.000189883566077953,0.000187676783656264,0.000191903680515389,0.000136836409864148,0.000132937366345344,0.000132365232357099,0.000133833337751241,0.000128247364053378,0.000124979622931873,0.000124161297438907,0.00012635806458283,0.000214299944572693,0.000210155184387924,0.000187273908908177,0.000203646928568409,0.000672296686278612,0.00011633682275023,0.000297617749464809,0.000146393330592212
"2020-06-16",50385.49,0.0280484625934595,2610,0.000786716253856698,0.000209022943915879,0.000209224321191844,0.000208086644850886,0.000211623744801322,0.000181374362560269,0.000179070139534318,0.000178507973159133,0.000179013834348297,0.000176196323959182,0.000173521797861129,0.000173099805688979,0.00017365085116941,0.000208894960697385,0.000228774731214304,0.000207636690594211,0.000230410450117656,0.000563811938993727,0.000116508400632226,0.000299168955281139,0.000147137291156471
"2020-06-17",50312.8,-0.00144371890775477,2611,2.08432428460863e-06,0.000255312733086186,0.00025342220768399,0.000251119098413621,0.000253568870064815,0.000178307920867139,0.000173367977564957,0.000174399105086946,0.000173975429148692,0.000170683193617314,0.000165488963803696,0.000166802841731089,0.000166431138673899,0.000254408355281092,0.000283529409884562,0.00026084525739144,0.00027759516386537,0.000786716253856698,0.00011676528367294,0.000301999909001086,0.000148081257007191
"2020-06-18",50445.13,0.0026266930272268,2612,6.89951625928191e-06,0.000233166236709406,0.000231010927377683,0.000228993563219764,0.000232089404358549,0.000168708208875089,0.000163797704404002,0.000163416546663417,0.000164117978753294,0.000161743866956739,0.000156718779980995,0.000156264292826984,0.000157319850809552,0.000222250353701565,0.000257511760721362,0.000231623768330464,0.000259521079794584,2.08432428460863e-06,0.00011672134460804,0.000302005993623768,0.000148060782760978
"2020-06-19",50670.08,0.00444938740891803,2613,1.97970483146383e-05,0.000212899722172917,0.000211594029661925,0.000209113589201216,0.000212881666887358,0.000152309506775195,0.000148307467057638,0.000147713422327253,0.000149025664640125,0.00014428379210442,0.00014057014388911,0.0001397489102046,0.000141612923293913,0.000211641756079953,0.000231995631875799,0.000211773832307746,0.000236347926998093,6.89951625928191e-06,0.000116679283394579,0.000301928244410534,0.00014806694554576
"2020-06-22",50606.02,-0.00126505678128021,2614,1.60036865986304e-06,0.000195539279998431,0.00019448945542862,0.000191745337453479,0.000196172622352261,0.000138579855374773,0.00013522852872169,0.000134632466401744,0.000136263685582938,0.000129760171022249,0.000126982977329848,0.000126044835565576,0.00012837141991506,0.000193833415933991,0.000215068864810486,0.000194238983849772,0.000210664280070672,1.97970483146383e-05,0.000116642192186661,0.000301915857944133,0.000147974698817287
"2020-06-23",51438.3,0.0163124896229622,2615,0.00026609731769925,0.000178683478582149,0.00017789641621033,0.000175095916232479,0.000179829840229935,0.000128253529628297,0.000125699619301682,0.000124692910788962,0.000126799344583474,0.000119613022464314,0.000117757463269239,0.000116316161377976,0.000119163482809941,0.00017779422827169,0.000196297368408472,0.000175689452200388,0.000198480681105855,1.60036865986304e-06,0.000116598165465067,0.000301686384063145,0.000147857331119838
"2020-06-24",50479.64,-0.0188129445014655,2616,0.000353926880815222,0.000182572479351661,0.000182144488965439,0.000179695324859104,0.000184112237071827,0.000122768080939148,0.000119401481980499,0.000119141669561058,0.000120852803152996,0.000113248436094074,0.000110690859519268,0.000110045060448106,0.000112499413115358,0.00018305933647718,0.000201890312448507,0.000181228618928114,0.000203210875611578,0.00026609731769925,0.000116655357183596,0.000302648329043303,0.000148101825372909
"2020-06-25",50658.89,0.00354464688546497,2617,1.25645215426365e-05,0.000196529954279798,0.000194716208188234,0.000192112967381266,0.000195929500369597,0.000161714973061203,0.000158045791888923,0.000156527378743608,0.000157895533544657,0.000155238088711328,0.000151514543508991,0.000150024724327845,0.000151616267095897,0.000196892905039394,0.000213018602164181,0.000195223072457286,0.000214367880214976,0.000353926880815222,0.000116746091991868,0.000303984488836508,0.00014856906758809
"2020-06-26",49725.89,-0.0185890105344621,2618,0.000345551312650343,0.000181181245938938,0.000179851501410731,0.000176668905477429,0.000180943723092369,0.000147302730559679,0.000144109864107563,0.000142501014806749,0.00014436909261292,0.000139744564220204,0.000136874277075429,0.00013519875676614,0.000137434680775099,0.000180946414193255,0.000198710849822563,0.000178052261262938,0.000196401098766572,1.25645215426365e-05,0.000116706267232522,0.000302728631661088,0.000148474279231234
"2020-06-29",49972.05,0.0049381261081075,2619,2.43850894595729e-05,0.000191695214209856,0.000190326893502501,0.000187319000454602,0.000190925420514407,0.000183102422326013,0.000180144212515995,0.000177570293939702,0.000179083616498772,0.000179319687544274,0.000175784053724316,0.000173560922831113,0.000174816030855236,0.000190924712088442,0.000208955189951723,0.000190092566797092,0.000212033220413286,0.000345551312650343,0.000116793712798214,0.000304051213184384,0.000148924700410795
"2020-06-30",49569.17,-0.00809478123548203,2620,6.55254832503119e-05,0.000177757194715847,0.000176655590906281,0.000173406173826256,0.000177451695026749,0.00016665596986963,0.000164165701482636,0.000161726832914527,0.000163720905103331,0.000161307152003883,0.000158674675689697,0.0001563282367381,0.000158418334081491,0.000177295909740927,0.000194876458558915,0.000179079389141293,0.000192856016356642,2.43850894595729e-05,0.000116758415386702,0.000304043744053556,0.000148712238978695
"2020-07-01",50104.2,0.0107357690185005,2621,0.000115256736418596,0.000168127077257266,0.000166907922409202,0.000163884383733862,0.0001678211108307,0.000171216332737674,0.000169309298792965,0.000166296335705435,0.000168629206822401,0.000167937662768588,0.000165767600585706,0.000162809747078758,0.000165088682089227,0.000166012705799635,0.000186173280592623,0.000165361153284688,0.000188216355897072,6.55254832503119e-05,0.000116738853366032,0.000303941668921426,0.000148789108961022
"2020-07-02",50937.18,0.0164882718603447,2622,0.000271863108940636,0.000163112444312681,0.000161713786054823,0.000158808104663025,0.000162954795434657,0.000158835892202302,0.000156627915764814,0.000154219351023027,0.000156522765339977,0.00015377228752594,0.00015169484430344,0.000149220816340953,0.000151713177798308,0.000164146113369176,0.000180921967236256,0.000163086748977116,0.000182094809323378,0.000115256736418596,0.00011673828767254,0.000304094009967331,0.000148934561590249
"2020-07-03",50959.44,0.0004369134197799,2623,1.90893336383767e-07,0.000167776307568921,0.000167005327363041,0.000164306211645995,0.000168087699552077,0.000150059612995713,0.000147234490024513,0.000145697642575767,0.000147675036356665,0.000143455158184335,0.000140961203102956,0.000139350907724277,0.00014164541181006,0.000166718100992935,0.00018454110396062,0.00017080781057016,0.000188515161885972,0.000271863108940636,0.000116797473029758,0.000305014878048096,0.000149290076541033
"2020-07-06",51480.18,0.0101668570327705,2624,0.000103364981924794,0.000153430325301512,0.000153087266855843,0.000150184694166507,0.000154465909455296,0.00013646570958816,0.000134177713682484,0.000132029331307636,0.000134689330855201,0.000129398318947928,0.000127654327524672,0.000125208377941265,0.000128423383894565,0.000150190050466065,0.000171546613730253,0.000150267604510368,0.000171345156399741,1.90893336383767e-07,0.000116753000650012,0.000304802940546586,0.000149175275788998
"2020-07-07",50973.66,-0.0098878505060926,2625,9.77695876308357e-05,0.000148464991260749,0.000148188415425631,0.000145589180229329,0.000149534347996723,0.000127374580074879,0.000124919217627813,0.000123292040385122,0.000125786977093994,0.000119415977510406,0.000117701808324939,0.000115731495094817,0.000118864334200998,0.000149599179771891,0.00016329371074041,0.000145315964973622,0.00016364830254195,0.000103364981924794,0.000116747896563575,0.000305199273488902,0.00014929669800416
"2020-07-08",50726.22,-0.00486609203978874,2626,2.36788517396954e-05,0.000144385451899644,0.000144075370334227,0.00014120027148484,0.000145160710373885,0.000139603452549647,0.000137391629768935,0.000135081168694389,0.000137641764773458,0.000134098255269134,0.000132270558335475,0.00012973071378903,0.00013262702677052,0.000143837896798516,0.000159278693739429,0.00014313681909881,0.000161181930071266,9.77695876308357e-05,0.000116740663976329,0.00030556547229321,0.000149389437339347
"2020-07-09",50844.47,0.00232842867219163,2627,5.42158008148409e-06,0.000133822225553796,0.000133811230882313,0.000131329873496072,0.000135175585188536,0.000134986133436469,0.000133876362323937,0.000131667958189887,0.000134379223329479,0.000130043889862624,0.000129432929144751,0.000127000798834036,0.000130049661440704,0.000133227452772643,0.000148436939512583,0.000131970170648469,0.000152993163408658,2.36788517396954e-05,0.000116705211857382,0.000305609326491215,0.000149409885139798
"2020-07-10",50933.53,0.00175008396178018,2628,3.06279387328021e-06,0.000123505547761977,0.00012364194952556,0.000120741973642364,0.000125143142839988,0.000122771059284926,0.000122114306493633,0.000119945368416222,0.000122905571525392,0.000116901052438198,0.000117011117254518,0.00011449929275196,0.000117966502016556,0.000122235259585997,0.000136123600435061,0.000121370659363981,0.00014085732753193,5.42158008148409e-06,0.000116662834236751,0.000305611547915279,0.000149417037684577
"2020-07-13",51168.14,0.00459562341945353,2629,2.11197546134297e-05,0.000113885349449707,0.000114140599633448,0.000111653165781009,0.00011571768766245,0.0001115541257401,0.000111359787940475,0.000109232998994545,0.000112378679079833,0.000105098789667056,0.000105816782737889,0.00010328364074502,0.000107044925692794,0.000113329486428738,0.000122078397899234,0.000112021561075075,0.000127784131987004,3.06279387328021e-06,0.000116619590978143,0.000305573169868164,0.000149239399669355
"2020-07-14",50443.27,-0.0142677342370797,2630,0.000203568240259937,0.000106568477467962,0.000106916871638175,0.000104711204229663,0.000108339756230331,0.000102739872316387,0.000102639055572942,0.000100729593154804,0.000103826369751517,9.58435444749524e-05,9.67226983951265e-05,9.43831808998995e-05,9.81344989115963e-05,0.000106347631366658,0.000110545022832818,0.000104651048474177,0.000117576396273818,2.11197546134297e-05,0.000116583251618796,0.000305583782932579,0.000149251534162643
"2020-07-15",51008.62,0.0111452995541904,2631,0.000124217702152637,0.000114256524396186,0.000114430376665539,0.00011225084683096,0.000115587144010715,0.000125595059602297,0.00012563907568184,0.000123159247379943,0.000126001098893744,0.000121181812500334,0.000121700009853419,0.000119004477763525,0.000122124289661251,0.000114279752974034,0.000122948588427584,0.000111445210109866,0.000131102260223521,0.000203568240259937,0.000116616338339466,0.000306386208761029,0.00014943242255338
"2020-07-16",51121.23,0.00220523276271696,2632,4.86305153776029e-06,0.000115744836698753,0.000116053271680798,0.000113711066105532,0.000116859187445349,0.000118454114471758,0.000117812619421394,0.000115899074868659,0.000118448951977936,0.000112922113680653,0.00011285819001741,0.000110781871393156,0.000113649641378961,0.000115400028412015,0.0001235417935683,0.000112758140257234,0.000131267395307079,0.000124217702152637,0.000116619228591866,0.00030671808796547,0.000149595071108643
"2020-07-17",51046.47,-0.00146347648705386,2633,2.1417634281595e-06,0.000107255318416357,0.000107459576099,0.000105117822638104,0.000108370248230295,0.000107677766862218,0.000107561551092048,0.000105701368827752,0.000108442710250179,0.000101590931348798,0.000102205749986304,0.000100084148173237,0.000103288836084964,0.00010713838915559,0.000112140251265707,0.000105326765731547,0.000118183407155763,4.86305153776029e-06,0.000116576751899714,0.000306735314884748,0.000149527754344843
"2020-07-20",52170.68,0.0217842569346347,2634,0.000474553850194179,9.94061470175323e-05,9.94684847844513e-05,9.75093553357255e-05,0.000100671971360744,0.000100703302802528,0.000101031004268488,9.90565466556025e-05,0.000101983018607693,9.47825599814835e-05,9.58978140294253e-05,9.36132213496614e-05,9.70333934707529e-05,9.87762438315121e-05,0.000105025387829202,9.74251423495271e-05,0.000108507642711862,2.1417634281595e-06,0.000116533273560629,0.000306728258378706,0.000149481150290688
"2020-07-21",52537.11,0.0069991257743268,2635,4.89877616048457e-05,0.000127139643061095,0.000126860319506458,0.000124793204093119,0.000126983252536225,0.000100071947512092,9.87655671985154e-05,9.78926017824497e-05,9.99639421267639e-05,9.31940930529323e-05,9.26481805109955e-05,9.15535739700788e-05,9.4051955462667e-05,0.000127008787799549,0.000139487161183228,0.000125269383248475,0.000142190924900368,0.000474553850194179,0.000116669247953577,0.000308603691464509,0.000149951514583375
"2020-07-22",52145.96,-0.00747306742855801,2636,5.58467367917746e-05,0.000119530439383504,0.000119615689550194,0.000117789183407836,0.000120132853674612,9.28949797861747e-05,9.17520391266421e-05,9.1131075278598e-05,9.31146099044983e-05,8.57691824340094e-05,8.5409373701349e-05,8.45474819710223e-05,8.69785866387825e-05,0.000119508772024116,0.000129831471271945,0.000118207580175784,0.000136450497172241,4.89877616048457e-05,0.000116643552628464,0.000308772990720592,0.000150000706214307
"2020-07-23",51890.42,-0.00491252221404385,2637,2.41328745034743e-05,0.000114880591011774,0.000114910102777789,0.000113084474469262,0.000115658950512453,0.00010002899487086,9.91355301301061e-05,9.81564814066277e-05,0.000100124539945326,9.45935672762996e-05,9.42378289372656e-05,9.31229585531707e-05,9.53127906823286e-05,0.000114361092026971,0.000123818289598584,0.000113950357700483,0.000130009299568741,5.58467367917746e-05,0.00011662047983308,0.00030896749013262,0.000150072890306946
"2020-07-24",51672.44,-0.00420962344803122,2638,1.77209295742143e-05,0.000107556571033534,0.000107827242578336,0.000106036797280176,0.000108722973642691,9.93943181656116e-05,9.91379518376938e-05,9.81378016808412e-05,0.000100147173590812,9.48569279330153e-05,9.50769384530258e-05,9.39571806886772e-05,9.61288626924184e-05,0.000107177394191151,0.000118018432131111,0.000107562659591421,0.00012272649075167,2.41328745034743e-05,0.000116585393488114,0.000308890698463688,0.00015009535212169
"2020-07-27",52215.51,0.010455013248101,2639,0.000109307302017968,0.000100488548637716,0.000101102198581652,9.94095902872483e-05,0.000101915100912887,9.79159540493214e-05,9.81547446549262e-05,9.70428122117338e-05,9.91471664564203e-05,9.40990733759673e-05,9.47804122962029e-05,9.35539917304544e-05,9.57876460705121e-05,0.00010007585751229,0.000111084457417153,9.90957819622804e-05,0.000112764874771514,1.77209295742143e-05,0.000116547902223831,0.000308908937644493,0.000150113461575142
"2020-07-28",52159.95,-0.00106461816307595,2640,1.1334118331512e-06,0.000101700021854021,0.000102028303518643,0.00010032859757846,0.000102684247821326,9.29300626076296e-05,9.26167848656566e-05,9.19346042441089e-05,9.37707111381528e-05,8.83679571286606e-05,8.8550213603627e-05,8.77532139010015e-05,8.97584652623609e-05,0.00010505226663224,0.000109369018889403,9.99519771181669e-05,0.000117481364670604,0.000109307302017968,0.000116545157492896,0.000308798318443908,0.000150251923652667
"2020-07-29",52045.58,-0.00219508592151258,2641,4.81840220282273e-06,9.4510989715613e-05,9.4943010678198e-05,9.31736654383388e-05,9.58837136211245e-05,8.80323809997868e-05,8.78652598730652e-05,8.67915976335724e-05,8.88863189563186e-05,8.37514423277743e-05,8.40801728705278e-05,8.28299684933814e-05,8.51297917547951e-05,9.40089351707066e-05,9.97360459295843e-05,9.28783488928441e-05,0.000106825044976001,1.1334118331512e-06,0.000116501424356989,0.000308801969197502,0.000149966467324799
"2020-07-30",50024.63,-0.0396043889668731,2642,0.00156850762543938,8.81287739155098e-05,8.86596862322264e-05,8.70575338583816e-05,8.96515033717184e-05,8.39915725081524e-05,8.42342460083208e-05,8.30830419837756e-05,8.52732020427234e-05,8.00555876412025e-05,8.08111708272907e-05,7.94623407470657e-05,8.18691338555076e-05,8.8107170041333e-05,9.14810562614593e-05,8.66070527169896e-05,9.91625853689195e-05,4.81840220282273e-06,0.000116459120181931,0.000308786685503979,0.000149912718414761
"2020-07-31",50468.16,0.00882715824562527,2643,7.79187226933103e-05,0.000193316791942823,0.000192299784843591,0.000190635042034507,0.000190860881623154,0.000184298115752617,0.000185114360639377,0.000182284157026942,0.000182179926056419,0.000171889008284256,0.000171117840564623,0.000169371685219435,0.000168835917926503,0.000245466920898261,0.000211509307978322,0.000199396340654554,0.000215323554224387,0.00156850762543938,0.000117008930293728,0.000314985592819305,0.000151980646888765
"2020-08-03",51534.26,0.0209041868260646,2644,0.000436985026859011,0.000186332476982227,0.000184848593047548,0.000182212708708408,0.000182888907561885,0.000170825343561988,0.000170663179767361,0.00016831347136682,0.000168404676226106,0.000157704952451183,0.000156446999723343,0.000155024766901813,0.000154963307017689,0.000185546413432687,0.000203458207620113,0.000193547778414817,0.000202977606501515,7.79187226933103e-05,0.000116994134605764,0.000314993801204734,0.000152026418775424
"2020-08-04",51690.75,0.00303201946672059,2645,9.19314204657259e-06,0.000199739001322483,0.000198890906994038,0.000196608881952719,0.000197602346429895,0.000163112884031543,0.000161623531883243,0.000160487085151277,0.000160290216355195,0.000148988125925036,0.000146525353172416,0.000146272644273969,0.000145862700541394,0.000202564604376423,0.000218347360096093,0.000210086376710882,0.000221355176434138,0.000436985026859011,0.000117115205696288,0.000316709432078,0.000152589263221631
"2020-08-05",52289.67,0.0115199885430013,2646,0.000132710136030881,0.00018306406368105,0.000182004166250564,0.000180254153276821,0.000181453034892452,0.000147406005003197,0.000146393082120401,0.000145318625577964,0.000145738466561038,0.00013341265112869,0.000131898160761257,0.000131399599612141,0.000131890544676053,0.000187144728298158,0.000198964135676724,0.000189714579941366,0.000203583855024364,9.19314204657259e-06,0.000117074387971761,0.000316504621335209,0.000152587584012922
"2020-08-06",51816.87,-0.00908306530170516,2647,8.25020752750402e-05,0.000177265489004314,0.000176244544276535,0.00017436496325781,0.000175869060630037,0.000137851829598584,0.000136297233175418,0.000135744883626334,0.000136137874729114,0.000123656853406594,0.000121827396927979,0.000121755257426913,0.000122305893450054,0.000178216277013373,0.000191908251747821,0.000186074105911126,0.000196269317099873,0.000132710136030881,0.0001170802994077,0.000316960265565881,0.000152739297122518
"2020-08-07",51732.44,-0.00163072102962435,2648,2.6592510764591e-06,0.000169540727601765,0.000168340383849274,0.000166400796669166,0.000168115883222464,0.000147728020532017,0.00014650863562133,0.000145126397327268,0.000145829453937434,0.000136086419107926,0.000134345212125607,0.000133510192621476,0.000134115509860502,0.000162696018188813,0.000182648533877979,0.000176296589367156,0.000183964701808977,8.25020752750402e-05,0.000117067231295783,0.000317221866161193,0.000152819457444698
"2020-08-10",51934.45,0.00389729557224336,2649,1.51889127774277e-05,0.000155668850386892,0.000154613200806489,0.000152884080345791,0.000154895101957131,0.000135370851846039,0.000134997176662029,0.000133718627386509,0.000134891191731355,0.00012395990111071,0.000123429983666589,0.000122534160110441,0.000123758987027908,0.000147147090401588,0.000167304848439032,0.000161180702907415,0.000170621575944078,2.6592510764591e-06,0.000117024009542772,0.000316499768921066,0.000152815096802496
"2020-08-11",52420.67,0.00931863273181076,2650,8.68369159903749e-05,0.0001442609947868,0.000143375717667089,0.000141717932726711,0.000143700442241696,0.000124042530596598,0.000123733991790576,0.000122576271404777,0.000123991431128065,0.000112574588535867,0.000112352494774172,0.000111409046942138,0.000113037512462145,0.000137920283875801,0.000154968243929733,0.000148259248861053,0.00015712372849765,1.51889127774277e-05,0.000116985552179945,0.000316268493475119,0.000152827781531914
"2020-08-12",52487.84,0.00128054452739339,2651,1.63979428663716e-06,0.000138862180757253,0.000138066911899847,0.000136200999336449,0.000138611555711193,0.00011592844471173,0.000115213512107921,0.000114478717734239,0.000115798042108755,0.000104323300582458,0.000103804787566551,0.000103224995992852,0.000104819083484674,0.000136447143767669,0.00015024313325539,0.000142881805715854,0.000150587557821864,8.68369159903749e-05,0.000116974171041331,0.000314897687592247,0.000152891146882058
"2020-08-13",52706.25,0.00415252061868997,2652,1.72434274886453e-05,0.000127909061854066,0.00012731971875623,0.000125856320941778,0.000128229148036573,0.000105554507130996,0.000105237943389479,0.000104438967175945,0.000106053469722302,9.42326654290773e-05,9.4242941100816e-05,9.34932769885714e-05,9.54896755128923e-05,0.000123925241293158,0.000137865189606092,0.000131998643975622,0.000140721666457885,1.63979428663716e-06,0.000116930648635008,0.000314897347418519,0.000152880936803081
"2020-08-14",52631.64,-0.00141658452579091,2653,2.00671171871025e-06,0.000119340881919594,0.000118939319730455,0.000117446520561235,0.000119839850337539,9.75479121020372e-05,9.72295074259029e-05,9.65380409706092e-05,9.82226507176906e-05,8.6469074040102e-05,8.6551601475205e-05,8.58589783610713e-05,8.79377290873753e-05,0.000117135887045785,0.000127189387986573,0.00012228306402145,0.000131955685225333,1.72434274886453e-05,0.000116893045005757,0.000314709469846643,0.000152890787254179
"2020-08-17",52889,0.00487791791830613,2654,2.3794083217732e-05,0.000110640406858075,0.000110146145707527,0.000108826470714512,0.000111378164057173,9.21677373948694e-05,9.20884186540558e-05,9.1171692589395e-05,9.3061622782682e-05,8.19188950321403e-05,8.22351358546776e-05,8.12729983400265e-05,8.3558708943548e-05,0.000109023185613587,0.000117461424110141,0.000112811937077312,0.000120214052567827,2.00671171871025e-06,0.000116849724367262,0.000314438676653747,0.000152875652716707
"2020-08-18",52490.77,-0.00755803311586748,2655,5.71238645805495e-05,0.000104329746168606,0.000103973763444567,0.000102597080789882,0.000104988967255434,8.58310408327339e-05,8.56212590146112e-05,8.48808549107702e-05,8.67118405662855e-05,7.58502347735155e-05,7.60582635652569e-05,7.52594565546921e-05,7.74729042095303e-05,0.000104414668333806,0.00010989348992889,0.00010654691184755,0.000113443992031593,2.3794083217732e-05,0.000116814648739237,0.000313772432908084,0.000152892935094468
